second,Volt1,Volt2,Volt3,Volt4
-2.4943E-03,-66.0625E-03,+0.0E+00,-5.4875E-03,+22.3125E-03
-2.4843E-03,-72.3125E-03,+1.7813E-03,-4.6125E-03,+21.4375E-03
-2.4743E-03,-78.5625E-03,+3.1250E-03,-3.7063E-03,+18.7500E-03
-2.4643E-03,-84.8125E-03,+1.3438E-03,-3.2688E-03,+22.3125E-03
-2.4543E-03,-92.8438E-03,+1.7813E-03,+14.1063E-03,+23.2188E-03
-2.4443E-03,-100.4375E-03,+3.1250E-03,+11.9500E-03,+20.0938E-03
-2.4343E-03,-106.6875E-03,+3.1250E-03,+1.2000E-03,+22.3125E-03
-2.4243E-03,-111.1563E-03,+3.1250E-03,+1.2000E-03,+19.6563E-03
-2.4143E-03,-119.6250E-03,+3.1250E-03,+4.7625E-03,+13.8438E-03
-2.4043E-03,-121.4375E-03,+3.1250E-03,+2.1063E-03,+14.2813E-03
-2.3943E-03,-124.0938E-03,+4.9063E-03,-143.7E-06,+13.8438E-03
-2.3843E-03,-128.1250E-03,+6.2500E-03,-581.2E-06,+12.5000E-03
-2.3743E-03,-128.1250E-03,+6.2500E-03,-1.9250E-03,+12.5000E-03
-2.3643E-03,-129.9063E-03,+8.0313E-03,+3.4188E-03,+8.9375E-03
-2.3543E-03,-129.4688E-03,+12.9375E-03,+7.4500E-03,+8.0313E-03
-2.3443E-03,-126.3438E-03,+13.8438E-03,+9.2313E-03,+9.3750E-03
-2.3343E-03,-125.0000E-03,+17.8438E-03,+10.5750E-03,+7.5938E-03
-2.3243E-03,-121.4375E-03,+21.8750E-03,+3.4500E-03,+906.3E-06
-2.3143E-03,-116.9688E-03,+25.4375E-03,-1.9250E-03,-3.1250E-03
-2.3043E-03,-112.0625E-03,+29.9063E-03,-1.9250E-03,-4.9063E-03
-2.2943E-03,-104.0313E-03,+36.5938E-03,-3.7063E-03,-4.4688E-03
-2.2843E-03,-98.2188E-03,+42.4063E-03,+21.6688E-03,-3.1250E-03
-2.2743E-03,-91.5313E-03,+49.0938E-03,+41.8250E-03,-4.9063E-03
-2.2643E-03,-80.3750E-03,+53.1250E-03,+41.8250E-03,-8.0313E-03
-2.2543E-03,-73.2188E-03,+60.2500E-03,+43.6063E-03,-5.8125E-03
-2.2443E-03,-66.5313E-03,+67.4063E-03,+20.0125E-03,-3.1250E-03
-2.2343E-03,-57.1563E-03,+72.3125E-03,+1.2000E-03,-4.9063E-03
-2.2243E-03,-51.3438E-03,+78.5625E-03,-581.2E-06,-4.4688E-03
-2.2143E-03,-44.6563E-03,+83.0313E-03,-1.9250E-03,-6.6875E-03
-2.2043E-03,-35.2813E-03,+89.7188E-03,+37.2625E-03,-11.1563E-03
-2.1943E-03,-31.2500E-03,+97.3125E-03,+82.8563E-03,-7.1563E-03
-2.1843E-03,-25.9063E-03,+101.7813E-03,+93.1688E-03,-1.3438E-03
-2.1743E-03,-20.0938E-03,+104.9063E-03,+91.8250E-03,-5.3438E-03
-2.1643E-03,-18.7500E-03,+108.0313E-03,+40.1688E-03,-5.8125E-03
-2.1543E-03,-15.1875E-03,+111.1563E-03,-2.3625E-03,-6.6875E-03
-2.1443E-03,-14.2813E-03,+114.2813E-03,-1.4875E-03,-7.5938E-03
-2.1343E-03,-15.6250E-03,+113.8438E-03,-581.2E-06,-9.8125E-03
-2.1243E-03,-15.6250E-03,+114.2813E-03,+62.2000E-03,-8.9375E-03
-2.1143E-03,-19.1875E-03,+113.8438E-03,+112.3563E-03,-11.5938E-03
-2.1043E-03,-25.4375E-03,+112.5000E-03,+113.7000E-03,-13.8438E-03
-2.0943E-03,-29.9063E-03,+108.9375E-03,+113.7000E-03,-8.9375E-03
-2.0843E-03,-36.5938E-03,+102.6875E-03,+49.5750E-03,-9.8125E-03
-2.0743E-03,-45.9688E-03,+100.0000E-03,+1.2000E-03,-14.2813E-03
-2.0643E-03,-55.3438E-03,+96.4375E-03,+1.2000E-03,-17.4063E-03
-2.0543E-03,-64.7188E-03,+88.4063E-03,+2.9813E-03,-18.7500E-03
-2.0443E-03,-77.6563E-03,+79.0313E-03,+45.2938E-03,-20.5313E-03
-2.0343E-03,-91.5000E-03,+73.2188E-03,+76.2000E-03,-23.6563E-03
-2.0243E-03,-102.2188E-03,+68.3125E-03,+77.9813E-03,-26.7813E-03
-2.0143E-03,-115.1563E-03,+60.2813E-03,+77.5438E-03,-31.6875E-03
-2.0043E-03,-132.5625E-03,+52.6875E-03,+37.0125E-03,-36.1563E-03
-1.9943E-03,-142.4063E-03,+44.6563E-03,+3.8875E-03,-41.0625E-03
-1.9843E-03,-154.4375E-03,+38.8438E-03,-581.2E-06,-41.9688E-03
-1.9743E-03,-169.6250E-03,+32.1563E-03,-143.7E-06,-44.1875E-03
-1.9643E-03,-182.1250E-03,+26.3438E-03,-581.2E-06,-46.8750E-03
-1.9543E-03,-192.8438E-03,+19.6563E-03,+12.3250E-03,-46.8750E-03
-1.9443E-03,-204.0000E-03,+15.6250E-03,+23.0750E-03,-50.4375E-03
-1.9343E-03,-212.9375E-03,+13.8438E-03,+23.0750E-03,-53.1250E-03
-1.9243E-03,-219.1875E-03,+10.7188E-03,+21.2938E-03,-53.1250E-03
-1.9143E-03,-223.6563E-03,+9.3750E-03,+5.7000E-03,-62.0313E-03
-1.9043E-03,-228.5625E-03,+11.1563E-03,-5.0500E-03,-61.6250E-03
-1.8943E-03,-231.2500E-03,+12.5000E-03,-3.2688E-03,-63.3750E-03
-1.8843E-03,-231.2500E-03,+14.2813E-03,-1.9250E-03,-63.4063E-03
-1.8743E-03,-231.2500E-03,+19.1875E-03,+10.5438E-03,-59.3750E-03
-1.8643E-03,-227.6875E-03,+23.6563E-03,+18.1688E-03,-61.1563E-03
-1.8543E-03,-225.0000E-03,+30.3438E-03,+16.8250E-03,-62.5000E-03
-1.8443E-03,-221.4375E-03,+39.7188E-03,+18.6063E-03,-64.2813E-03
-1.8343E-03,-213.4063E-03,+50.8750E-03,+7.4813E-03,-60.2813E-03
-1.8243E-03,-202.2500E-03,+61.5938E-03,-3.7063E-03,-56.2500E-03
-1.8143E-03,-191.5313E-03,+70.9688E-03,-3.2688E-03,-52.6875E-03
-1.8043E-03,-180.3750E-03,+82.1250E-03,-143.7E-06,-48.2188E-03
-1.7943E-03,-167.8750E-03,+96.4063E-03,+61.7625E-03,-43.3125E-03
-1.7843E-03,-153.5938E-03,+108.4688E-03,+103.8875E-03,-42.4063E-03
-1.7743E-03,-141.5313E-03,+119.6250E-03,+97.6375E-03,-40.1875E-03
-1.7643E-03,-128.5938E-03,+133.9063E-03,+94.9500E-03,-33.9375E-03
-1.7543E-03,-112.9688E-03,+145.9688E-03,+39.7313E-03,-31.2500E-03
-1.7443E-03,-97.3438E-03,+157.1250E-03,-1.9250E-03,-29.4688E-03
-1.7343E-03,-83.5000E-03,+167.8438E-03,-1.9250E-03,-28.1250E-03
-1.7243E-03,-71.0000E-03,+180.7813E-03,-1.9250E-03,-28.1250E-03
-1.7143E-03,-58.5000E-03,+191.0625E-03,+106.7313E-03,-22.7813E-03
-1.7043E-03,-46.0000E-03,+199.0938E-03,+192.2625E-03,-15.1875E-03
-1.6943E-03,-38.8438E-03,+206.6875E-03,+193.1688E-03,-16.0625E-03
-1.6843E-03,-30.3750E-03,+212.9375E-03,+190.0438E-03,-16.9688E-03
-1.6743E-03,-21.4375E-03,+217.4063E-03,+85.3875E-03,-12.0625E-03
-1.6643E-03,-16.9688E-03,+220.5313E-03,+5.6688E-03,-7.5938E-03
-1.6543E-03,-13.8438E-03,+223.6563E-03,+4.3250E-03,-9.8125E-03
-1.6443E-03,-12.5000E-03,+223.2188E-03,+2.5438E-03,-12.5000E-03
-1.6343E-03,-12.5000E-03,+220.0938E-03,+124.1063E-03,-16.0625E-03
-1.6243E-03,-14.2813E-03,+216.9688E-03,+220.3875E-03,-16.9688E-03
-1.6143E-03,-19.1875E-03,+213.8438E-03,+221.2938E-03,-17.4063E-03
-1.6043E-03,-27.2188E-03,+205.3750E-03,+218.1688E-03,-18.7500E-03
-1.5943E-03,-34.8125E-03,+194.6563E-03,+117.0750E-03,-20.5313E-03
-1.5843E-03,-44.6250E-03,+185.2813E-03,+20.4500E-03,-25.4375E-03
-1.5743E-03,-57.1250E-03,+174.1250E-03,+4.3250E-03,-35.2500E-03
-1.5643E-03,-69.6250E-03,+161.6250E-03,+2.5438E-03,-38.8438E-03
-1.5543E-03,-80.3438E-03,+150.9063E-03,+1.2000E-03,-44.6250E-03
-1.5443E-03,-95.0625E-03,+139.7500E-03,+81.3563E-03,-48.2188E-03
-1.5343E-03,-112.0313E-03,+125.4688E-03,+140.0438E-03,-52.2188E-03
-1.5243E-03,-124.0938E-03,+113.4063E-03,+142.2625E-03,-58.0313E-03
-1.5143E-03,-137.0313E-03,+100.4688E-03,+143.1688E-03,-62.9375E-03
-1.5043E-03,-152.6563E-03,+84.8438E-03,+63.4500E-03,-70.9688E-03
-1.4943E-03,-170.0625E-03,+72.7813E-03,+2.5438E-03,-76.7813E-03
-1.4843E-03,-185.2500E-03,+61.6250E-03,+2.9813E-03,-85.2500E-03
-1.4743E-03,-197.7500E-03,+49.1250E-03,+2.5438E-03,-97.7500E-03
-1.4643E-03,-210.2500E-03,+38.4063E-03,+22.5750E-03,-99.5625E-03
-1.4543E-03,-222.7500E-03,+29.0313E-03,+38.7000E-03,-98.6563E-03
-1.4443E-03,-231.6875E-03,+21.4375E-03,+38.7000E-03,-105.3438E-03
-1.4343E-03,-241.5000E-03,+16.9688E-03,+38.7000E-03,-111.1563E-03
-1.4243E-03,-250.4375E-03,+13.8438E-03,+15.5438E-03,-114.2813E-03
-1.4143E-03,-253.1250E-03,+12.5000E-03,-1.9250E-03,-117.4063E-03
-1.4043E-03,-254.9063E-03,+14.2813E-03,-143.7E-06,-120.5313E-03
-1.3943E-03,-256.2500E-03,+15.6250E-03,-2.3625E-03,-116.5313E-03
-1.3843E-03,-256.2500E-03,+17.4063E-03,+10.9813E-03,-116.0625E-03
-1.3743E-03,-252.6875E-03,+24.0938E-03,+19.5125E-03,-113.4063E-03
-1.3643E-03,-246.4375E-03,+31.6875E-03,+18.6063E-03,-109.3750E-03
-1.3543E-03,-240.1875E-03,+39.7188E-03,+19.9500E-03,-112.9375E-03
-1.3443E-03,-232.1563E-03,+49.0938E-03,+7.4813E-03,-108.5000E-03
-1.3343E-03,-224.5625E-03,+60.2500E-03,-1.9250E-03,-97.7813E-03
-1.3243E-03,-211.1875E-03,+72.7500E-03,-1.9250E-03,-95.5313E-03
-1.3143E-03,-196.0000E-03,+87.0313E-03,-3.7063E-03,-96.8750E-03
-1.3043E-03,-185.2813E-03,+104.4375E-03,+59.0750E-03,-87.9688E-03
-1.2943E-03,-170.5625E-03,+119.6250E-03,+107.4500E-03,-77.6875E-03
-1.2843E-03,-153.5938E-03,+132.1250E-03,+107.4500E-03,-73.2188E-03
-1.2743E-03,-141.5313E-03,+146.4063E-03,+109.2313E-03,-66.5313E-03
-1.2643E-03,-126.8125E-03,+160.2500E-03,+46.4500E-03,-55.3750E-03
-1.2543E-03,-111.6250E-03,+174.5313E-03,-143.7E-06,-50.0000E-03
-1.2443E-03,-95.5625E-03,+188.3750E-03,-581.2E-06,-44.6563E-03
-1.2343E-03,-80.3750E-03,+199.0938E-03,-143.7E-06,-38.8438E-03
-1.2243E-03,-69.6563E-03,+210.2500E-03,+120.5438E-03,-35.7188E-03
-1.2143E-03,-56.7188E-03,+220.9688E-03,+212.3563E-03,-34.3750E-03
-1.2043E-03,-44.6563E-03,+232.1250E-03,+213.7000E-03,-23.6875E-03
-1.1943E-03,-35.2813E-03,+239.2813E-03,+215.4813E-03,-17.4063E-03
-1.1843E-03,-25.9063E-03,+242.4063E-03,+108.1688E-03,-16.9688E-03
-1.1743E-03,-20.0938E-03,+245.5313E-03,+11.9500E-03,-13.8438E-03
-1.1643E-03,-15.1875E-03,+248.6563E-03,+1.2000E-03,-16.0625E-03
-1.1543E-03,-12.5000E-03,+250.0000E-03,+2.9813E-03,-18.7500E-03
-1.1443E-03,-14.2813E-03,+248.2188E-03,+2.5438E-03,-15.1875E-03
-1.1343E-03,-15.6250E-03,+243.3125E-03,+138.3563E-03,-14.2813E-03
-1.1243E-03,-15.6250E-03,+238.8438E-03,+241.8250E-03,-17.4063E-03
-1.1143E-03,-17.4063E-03,+232.1563E-03,+243.6063E-03,-22.3125E-03
-1.1043E-03,-24.0938E-03,+222.7813E-03,+244.9500E-03,-28.5625E-03
-1.0943E-03,-31.6875E-03,+211.6250E-03,+107.7938E-03,-36.5938E-03
-1.0843E-03,-37.9375E-03,+199.1250E-03,+4.3250E-03,-37.0625E-03
-1.0743E-03,-47.7500E-03,+184.8438E-03,+4.3250E-03,-36.1563E-03
-1.0643E-03,-60.2500E-03,+171.0000E-03,+4.3250E-03,-44.6250E-03
-1.0543E-03,-70.9688E-03,+156.7188E-03,+91.6063E-03,-55.3438E-03
-1.0443E-03,-80.3438E-03,+142.8750E-03,+157.4500E-03,-62.9375E-03
-1.0343E-03,-91.5000E-03,+128.5938E-03,+157.4500E-03,-69.1875E-03
-1.0243E-03,-104.0000E-03,+112.9688E-03,+155.6688E-03,-77.2188E-03
-1.0143E-03,-116.5000E-03,+99.1250E-03,+68.8250E-03,-84.8125E-03
-1.0043E-03,-129.0000E-03,+86.6250E-03,+2.5438E-03,-89.2813E-03
-994.3E-06,-139.7188E-03,+72.3438E-03,+1.2000E-03,-95.9688E-03
-984.3E-06,-149.0938E-03,+58.5000E-03,+1.2000E-03,-103.5625E-03
-974.3E-06,-158.4688E-03,+47.7813E-03,+22.5750E-03,-106.2500E-03
-964.3E-06,-166.0625E-03,+38.4063E-03,+42.2625E-03,-108.0313E-03
-954.3E-06,-172.3125E-03,+29.0313E-03,+44.9500E-03,-116.5000E-03
-944.3E-06,-176.7813E-03,+21.4375E-03,+44.9500E-03,-127.2188E-03
-934.3E-06,-181.6875E-03,+16.9688E-03,+20.0125E-03,-131.2500E-03
-924.3E-06,-186.1563E-03,+13.8438E-03,-581.2E-06,-127.6875E-03
-914.3E-06,-189.2813E-03,+10.7188E-03,-1.9250E-03,-125.0000E-03
-904.3E-06,-190.6250E-03,+11.1563E-03,-143.7E-06,-128.5625E-03
-894.3E-06,-188.8438E-03,+12.5000E-03,+8.3250E-03,-131.2500E-03
-884.3E-06,-183.9375E-03,+14.2813E-03,+13.7000E-03,-129.4688E-03
-874.3E-06,-181.2500E-03,+20.9688E-03,+11.9188E-03,-122.7813E-03
-864.3E-06,-175.9063E-03,+26.7813E-03,+10.5750E-03,-120.5313E-03
-854.3E-06,-170.0938E-03,+33.4688E-03,+1.6688E-03,-118.3125E-03
-844.3E-06,-163.4063E-03,+41.0625E-03,-5.0500E-03,-112.0625E-03
-834.3E-06,-154.0313E-03,+50.8750E-03,-5.0500E-03,-107.5938E-03
-824.3E-06,-144.6563E-03,+61.5938E-03,-3.2688E-03,-106.2500E-03
-814.3E-06,-135.2813E-03,+72.7500E-03,+44.3875E-03,-95.5625E-03
-804.3E-06,-125.9063E-03,+83.4688E-03,+79.3250E-03,-83.9375E-03
-794.3E-06,-114.7500E-03,+96.4063E-03,+77.5438E-03,-81.2500E-03
-784.3E-06,-102.2500E-03,+106.6875E-03,+76.2000E-03,-75.9063E-03
-774.3E-06,-93.3125E-03,+114.7188E-03,+31.6688E-03,-70.0938E-03
-764.3E-06,-81.7188E-03,+125.8750E-03,-1.9250E-03,-63.4063E-03
-754.3E-06,-69.6563E-03,+136.5938E-03,-1.9250E-03,-54.0313E-03
-744.3E-06,-62.0625E-03,+145.9688E-03,-1.9250E-03,-46.4375E-03
-734.3E-06,-52.2500E-03,+153.5625E-03,-143.7E-06,-41.9688E-03
-724.3E-06,-43.3125E-03,+161.5938E-03,+88.4813E-03,-37.0625E-03
-714.3E-06,-37.0625E-03,+167.4063E-03,+159.6688E-03,-27.2500E-03
-704.3E-06,-30.8125E-03,+172.3125E-03,+161.9188E-03,-20.0938E-03
-694.3E-06,-24.5625E-03,+176.7813E-03,+160.5750E-03,-18.7500E-03
-684.3E-06,-21.8750E-03,+179.9063E-03,+69.7313E-03,-20.5313E-03
-674.3E-06,-16.5313E-03,+183.0313E-03,+1.2000E-03,-20.0938E-03
-664.3E-06,-12.5000E-03,+182.5938E-03,+1.2000E-03,-15.1875E-03
-654.3E-06,-12.5000E-03,+179.4688E-03,-581.2E-06,-12.5000E-03
-644.3E-06,-12.5000E-03,+178.1250E-03,+97.8250E-03,-10.7188E-03
-634.3E-06,-12.5000E-03,+172.7813E-03,+174.8563E-03,-14.7188E-03
-624.3E-06,-14.2813E-03,+168.7500E-03,+176.2000E-03,-16.9688E-03
-614.3E-06,-15.6250E-03,+163.4063E-03,+176.2000E-03,-17.4063E-03
-604.3E-06,-17.4063E-03,+154.0313E-03,+76.4500E-03,-22.3125E-03
-594.3E-06,-18.7500E-03,+142.8750E-03,+1.2000E-03,-26.7813E-03
-584.3E-06,-24.0938E-03,+133.9375E-03,-581.2E-06,-29.9063E-03
-574.3E-06,-29.9063E-03,+125.9063E-03,-143.7E-06,-34.8125E-03
-564.3E-06,-31.2500E-03,+112.9688E-03,+63.5438E-03,-41.0625E-03
-554.3E-06,-34.8125E-03,+102.6875E-03,+112.3563E-03,-43.7500E-03
-544.3E-06,-39.2813E-03,+92.8750E-03,+111.9188E-03,-52.6563E-03
-534.3E-06,-42.4063E-03,+80.3750E-03,+110.5750E-03,-59.3750E-03
-524.3E-06,-47.3125E-03,+69.6563E-03,+50.0125E-03,-62.9375E-03
-514.3E-06,-50.0000E-03,+58.5000E-03,+762.5E-06,-67.4063E-03
-504.3E-06,-51.7813E-03,+51.3438E-03,+1.6375E-03,-72.3125E-03
-494.3E-06,-54.9063E-03,+44.6563E-03,+2.5438E-03,-76.7813E-03
-484.3E-06,-58.0313E-03,+37.0625E-03,+17.2313E-03,-83.4688E-03
-474.3E-06,-61.1563E-03,+29.0313E-03,+31.1063E-03,-85.7188E-03
-464.3E-06,-62.5000E-03,+21.4375E-03,+32.4500E-03,-87.9375E-03
-454.3E-06,-62.5000E-03,+16.9688E-03,+34.2313E-03,-88.8438E-03
-444.3E-06,-62.5000E-03,+13.8438E-03,+14.2000E-03,-92.8438E-03
-434.3E-06,-60.7188E-03,+8.9375E-03,-1.9250E-03,-96.8750E-03
-424.3E-06,-59.3750E-03,+4.4688E-03,-1.9250E-03,-96.8750E-03
-414.3E-06,-57.5938E-03,+4.9063E-03,-1.9250E-03,-100.4375E-03
-404.3E-06,-56.2500E-03,+2.6875E-03,+1.6375E-03,-99.5625E-03
-394.3E-06,-52.6875E-03,+1.7813E-03,+4.3250E-03,-95.0938E-03
-384.3E-06,-46.4375E-03,+3.1250E-03,+6.1063E-03,-97.3125E-03
-374.3E-06,-43.7500E-03,+4.9063E-03,+5.6688E-03,-91.0938E-03
-364.3E-06,-41.9688E-03,+11.5938E-03,-1.0187E-03,-79.0313E-03
-354.3E-06,-37.0625E-03,+15.6250E-03,-3.2688E-03,-76.7813E-03
-344.3E-06,-34.3750E-03,+17.4063E-03,-3.7063E-03,-78.1250E-03
-334.3E-06,-32.5938E-03,+18.7500E-03,-3.2688E-03,-78.1250E-03
-324.3E-06,-27.6875E-03,+24.0938E-03,+6.9813E-03,-72.7813E-03
-314.3E-06,-23.2188E-03,+29.9063E-03,+22.6063E-03,-66.9688E-03
-304.3E-06,-20.0938E-03,+33.0313E-03,+29.3250E-03,-62.0625E-03
-294.3E-06,-16.9688E-03,+36.1563E-03,+27.5438E-03,-57.5938E-03
-284.3E-06,-17.4063E-03,+39.2813E-03,+27.9813E-03,-54.4688E-03
-274.3E-06,-16.9688E-03,+42.4063E-03,+9.7313E-03,-44.2188E-03
-264.3E-06,-10.2813E-03,+45.5313E-03,-3.2688E-03,-37.5000E-03
-254.3E-06,-8.0313E-03,+46.8750E-03,-1.9250E-03,-33.9375E-03
-244.3E-06,-7.5938E-03,+48.6563E-03,-143.7E-06,-25.9063E-03
-234.3E-06,-8.0313E-03,+51.7813E-03,+29.7000E-03,-23.6563E-03
-224.3E-06,-9.3750E-03,+51.3438E-03,+51.2000E-03,-26.7813E-03
-214.3E-06,-7.5938E-03,+51.7813E-03,+51.2000E-03,-19.2188E-03
-204.3E-06,-6.2500E-03,+51.3438E-03,+51.2000E-03,-8.9375E-03
-194.3E-06,-8.0313E-03,+50.0000E-03,+19.1375E-03,-11.5938E-03
-184.3E-06,-9.3750E-03,+48.2188E-03,-3.2688E-03,-13.8438E-03
-174.3E-06,-7.5938E-03,+45.0938E-03,-1.9250E-03,-10.7188E-03
-164.3E-06,-8.0313E-03,+43.7500E-03,-1.9250E-03,-9.3750E-03
-154.3E-06,-7.5938E-03,+41.9688E-03,+23.0125E-03,-7.5938E-03
-144.3E-06,-6.2500E-03,+38.8438E-03,+41.8250E-03,-9.8125E-03
-134.3E-06,-9.8125E-03,+35.7188E-03,+41.8250E-03,-8.9375E-03
-124.3E-06,-10.7188E-03,+30.8125E-03,+41.8250E-03,-8.0313E-03
-114.3E-06,-9.3750E-03,+26.3438E-03,+16.8875E-03,-7.5938E-03
-104.3E-06,-5.8125E-03,+25.0000E-03,-1.9250E-03,-15.1563E-03
-94.3E-06,-4.9063E-03,+21.4375E-03,-1.9250E-03,-14.7500E-03
-84.3E-06,-4.4688E-03,+18.7500E-03,-1.9250E-03,-12.9375E-03
-74.3E-06,+437.5E-06,+16.9688E-03,+6.9813E-03,-17.4063E-03
-64.3E-06,+4.9063E-03,+13.8438E-03,+15.4813E-03,-16.9688E-03
-54.3E-06,+6.2500E-03,+10.7188E-03,+16.8250E-03,-15.6250E-03
-44.3E-06,+13.3750E-03,+7.5938E-03,+16.8250E-03,-20.9688E-03
-34.3E-06,+18.7500E-03,+4.4688E-03,+4.3563E-03,-26.7813E-03
-24.3E-06,+24.0938E-03,+3.1250E-03,-3.2688E-03,-26.3438E-03
-14.3E-06,+29.9063E-03,-437.5E-06,-3.7063E-03,-21.4375E-03
-4.3E-06,+33.0313E-03,+437.5E-06,-3.2688E-03,-25.8750E-03
